!Series_title	"Gene expression in alveolar macrophages from phenotypically normal smokers compared to non-smokers"
!Series_geo_accession	"GSE3212"
!Series_status	"Public on Sep 26 2005"
!Series_submission_date	"Aug 26 2005"
!Series_last_update_date	"Jul 08 2016"
!Series_pubmed_id	"16520944"
!Series_summary	"Cigarette smoking is the leading cause of the respiratory diseases collectively known as chronic obstructive pulmonary disease (COPD). While the pathogenesis of COPD is complex, there is abundant evidence that alveolar macrophages (AM) play an important role. Based on the concept that COPD is a slow-progressing disorder likely involving multiple mediators released by AM activated by cigarette smoke, the present study focuses on the identification of previously unrecognized genes that may be linked to early events in the molecular pathogenesis of COPD, as opposed to factors associated with the presence of disease. To accomplish this, microarray analysis using Affymetrix microarrays was used to carry out an unbiased survey of the differences in gene expression profiles in the AM of phenotypically normal, ~20 pack-yr smokers compared to healthy non-smokers. Although smoking did not alter the global gene expression pattern of AM, 75 genes were modulated by smoking, with 40 genes up-regulated and 35 down-regulated in the AM of smokers compared to non-smokers. Most of these genes belong to the functional categories of immune/inflammatory response, cell adhesion and extracellular matrix, proteolysis and antiproteolysis, lysosomal function, antioxidant-related, signal transduction and regulation of transcription. Of these 75 genes, 69 have not been previously recognized to be up- or down-regulated in alveolar macrophages in association with smoking or COPD, including genes coding for proteins belonging to all of the above categories, and others belonging to various functional categories or of unknown function. These observations suggest that gene expression responses of alveolar macrophages associated with the stress of cigarette smoking are more complex than previously thought, and offer a variety of new insights into the complex pathogenesis of smoking-induced lung diseases. "
!Series_summary	"Keywords: Comparison of gene expression profile in smokers vs non-smokers"
!Series_overall_design	"5 non smokers and 5 smokers"
!Series_overall_design	"Alveolar macrophages were obtained from bronchoalveolar lavage"
!Series_type	"Expression profiling by array"
!Series_contributor	"Adriana,,Heguy"
!Series_contributor	"Timothy,,O' Connor"
!Series_contributor	"Stefan,,Worgall"
!Series_contributor	"Ben-Gary,,Harvey"
!Series_contributor	"Neil,,Hackett"
!Series_contributor	"Ronald,,Crystal"
!Series_sample_id	"GSM71942 GSM71991 GSM72243 GSM72244 GSM72245 GSM72246 GSM72247 GSM72248 GSM72249 GSM72250 "
!Series_contact_name	"Yael,,Strulovici-Barel"
!Series_contact_email	"yas2003@med.cornell.edu"
!Series_contact_laboratory	"Crystal"
!Series_contact_department	"Department of Genetic Medicine"
!Series_contact_institute	"Weill Cornell Medical College"
!Series_contact_address	"1300 York Avenue"
!Series_contact_city	"New York"
!Series_contact_state	"NY"
!Series_contact_zip/postal_code	"10021"
!Series_contact_country	"USA"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE3nnn/GSE3212/suppl/GSE3212_RAW.tar"
!Series_platform_id	"GPL80"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"SubSeries of: GSE5060"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA104805"

!Sample_title	"NS1_NS010112"	"NS2_NS010119"	"NS3_NS010823"	"NS4_NS010827"	"NS5_NS010926"	"S1_S010228"	"S2_S010403"	"S3_S010809"	"S4_S010926"	"S5_S5010928"
!Sample_geo_accession	"GSM71942"	"GSM71991"	"GSM72243"	"GSM72244"	"GSM72245"	"GSM72246"	"GSM72247"	"GSM72248"	"GSM72249"	"GSM72250"
!Sample_status	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"	"Public on Sep 26 2005"
!Sample_submission_date	"Aug 25 2005"	"Aug 25 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"
!Sample_last_update_date	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"	"Aug 26 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"	"alveolar macrophage from bronchoalveolar lavage"	"alveolar macrophages from bronchoalveolar lavage"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"Gender: male"	"Gender: male"	"Gender: Male"	"Gender: Male"	"Gender: male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"	"Gender: Male"
!Sample_characteristics_ch1	"Age: 40"	"Age: 34"	"Age: 57"	"Age: 25"	"Age: 31"	"Age: 32"	"Age: 34"	"Age: 38"	"Age: 37"	"Age: 25"
!Sample_characteristics_ch1	"Ethnicity: black"	"Ethnicity: white"	"Ethnicity: White"	"Ethnicity: Black"	"Ethnicity: White"	"Ethnicity: Hispanic"	"Ethnicity: White"	"Ethnicity: Black"	"Ethnicity: White"	"Ethnicity: White"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"normal non-smoker"	"normal nonsmoker"	"normal non-smoker"	"normal non-smoker"	"normal non-smoker"	"normal smoker, 30 pack-yr"	"normal smoker, 14 pack-yr"	"normal smoker, 14 pack-yr"	"normal smoker, 20 pack-yr"	"normal smoker, 10 pack-yr"
!Sample_data_processing	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"	"MAS 5.0"
!Sample_platform_id	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"
!Sample_contact_name	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"	"Yael,,Strulovici-Barel"
!Sample_contact_email	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"	"yas2003@med.cornell.edu"
!Sample_contact_laboratory	"Crystal"	"Crystal"	"Crystal"	"Crystal"	"Crystal"	"Crystal"	"Crystal"	"Crystal"	"Crystal"	"Crystal"
!Sample_contact_department	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"	"Department of Genetic Medicine"
!Sample_contact_institute	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"	"Weill Cornell Medical College"
!Sample_contact_address	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"	"1300 York Avenue"
!Sample_contact_city	"New York"	"New York"	"New York"	"New York"	"New York"	"New York"	"New York"	"New York"	"New York"	"New York"
!Sample_contact_state	"NY"	"NY"	"NY"	"NY"	"NY"	"NY"	"NY"	"NY"	"NY"	"NY"
!Sample_contact_zip/postal_code	"10021"	"10021"	"10021"	"10021"	"10021"	"10021"	"10021"	"10021"	"10021"	"10021"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM71nnn/GSM71942/suppl/GSM71942.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM71nnn/GSM71991/suppl/GSM71991.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72243/suppl/GSM72243.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72244/suppl/GSM72244.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72245/suppl/GSM72245.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72246/suppl/GSM72246.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72247/suppl/GSM72247.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72248/suppl/GSM72248.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72249/suppl/GSM72249.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72250/suppl/GSM72250.CEL.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM71nnn/GSM71942/suppl/GSM71942.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM71nnn/GSM71991/suppl/GSM71991.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72243/suppl/GSM72243.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72244/suppl/GSM72244.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72245/suppl/GSM72245.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72246/suppl/GSM72246.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72247/suppl/GSM72247.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72248/suppl/GSM72248.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72249/suppl/GSM72249.EXP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM72nnn/GSM72250/suppl/GSM72250.EXP.gz"
!Sample_data_row_count	"7129"	"7129"	"7129"	"7129"	"7129"	"7129"	"7129"	"7129"	"7129"	"7129"
!series_matrix_table_begin
"ID_REF"	"GSM71942"	"GSM71991"	"GSM72243"	"GSM72244"	"GSM72245"	"GSM72246"	"GSM72247"	"GSM72248"	"GSM72249"	"GSM72250"
"A28102_at"	595.6	1081.3	585.7	1064.2	997.8	265.1	1479.8	849.8	875	458.5
"AB000114_at"	631.2	429.7	407	699.2	210.8	15.4	885.2	352.9	385.4	108.4
"AB000115_at"	3499.4	4375.3	2720.2	794.5	2181.8	929.3	3183.1	957.4	864.1	714.3
"AB000220_at"	3903	8036.2	3053.2	3976.6	8156.6	5540	2363.8	3687.4	1843.9	5296
"AB000381_s_at"	364.3	372.7	105.9	191.1	45.7	101.4	35.8	291.2	330.2	37.8
"AB000409_at"	4541.3	4468.9	5738.3	3416.6	5864.9	3382	3732.3	7220.1	6271.8	4347.2
"AB000410_s_at"	345.5	556.1	613.6	141.7	98.2	124.8	324.6	162	118.1	94.7
"AB000449_at"	710.6	901.5	725.3	1526.8	600.3	63	663.7	673	429.8	362.9
"AB000450_at"	5094.6	3392.1	1604.9	2067.1	5560.7	1657.3	1374.6	2411.4	1525.2	4088.5
"AB000460_at"	3595.9	4477.9	2561.4	6077.2	3448.7	3593.5	2515.3	2731.9	2602.8	3077.8
"AB000462_at"	582.6	1538.6	653.1	1536.1	653	75.3	658.1	996.5	515.1	503.3
"AB000464_at"	846.6	2253	686.7	2473.6	1204.9	498.1	1047.6	1150.9	670.8	617
"AB000466_at"	190.9	266.5	261.3	318.1	235.6	93.6	290.1	264.7	238.2	120.3
"AB000467_at"	300.3	657.5	763.4	684	233.2	478.9	1017	1059.9	1004.2	737.1
"AB000468_at"	5040.4	4741.3	3245.6	4965.8	3565.9	5184.7	4505.2	6574.1	3976.9	3660.1
"AB000584_at"	13298.4	3366.7	2208	6108.2	3214.6	2550.4	18897.3	3825.9	3205.3	13475.2
"AB000816_s_at"	148.5	187.1	331.3	71.5	355.2	306.5	375	661	211.4	449.1
"AB000895_at"	276.7	2022.9	189.1	487.8	1197.6	265.3	2014.1	1383.8	588	150.3
"AB000896_at"	1082.9	789.7	666.7	906.1	684.2	1022.6	529.1	1021.6	878.6	444
"AB000897_at"	627.6	861.7	658	617.3	580.8	1770.8	1496.8	1385.6	623.2	453.9
"AB000905_at"	1072.9	586.9	686.3	760.4	651.4	814.2	1731	439.7	474.9	233.8
"AB001106_at"	2805.3	3293.9	1496.4	2436.5	3243.3	7929.4	2758	3404.1	3076.6	3002.2
"AB001325_at"	4726.8	4269.4	3808	17247.4	4211	2956.2	3498.7	7293	8048.2	4569.1
"AB002314_at"	604.1	658.4	392.4	568	537.8	995.1	2608.8	375	462.7	311.8
"AB002315_at"	1699.5	984.4	896.7	2253.1	1326.6	1555.6	627.5	2140.3	1849.3	1366.5
"AB002318_at"	801.5	2099	1835.3	3548.7	1725.4	1700.7	2747.7	1458.8	2053.9	2067.5
"AB002332_at"	1238.9	886.8	1379.1	5548.9	1142.4	1751.9	560.4	1513.6	1125.2	1446.9
"AB002356_s_at"	7094.3	4316.8	2581.7	3719.2	3905.2	3492.9	7594.1	3887	3151.4	3908.2
"AB002365_at"	634.6	475.8	60	7657.5	1780.9	33.1	1025.5	316.1	36.3	1197.9
"AB002366_at"	161.7	291.4	30.2	523.7	358.5	15.7	58.9	41.2	81.7	44.7
"AB002380_at"	550.8	206	299.2	2562.1	291.9	276.7	234.5	479.2	225.6	334.8
"AB002382_at"	4127.7	2104.8	1829.6	5417.7	2130	1435	2348.7	3503.3	1240.2	2422.7
"AB002409_at"	512.7	991.9	119.9	364.7	127.2	205.7	505.3	84.4	121.6	86.3
"AB002533_at"	54549.3	57091.1	80155.6	46890.6	59911.2	43656.2	83244.3	43671.8	53954	53572.1
"AB002559_at"	7060.8	6847.1	9665.5	1350.9	3615.7	2106.6	4339.1	5286.3	3805.6	5080.5
"AB003102_at"	5303.2	7395.1	2858.5	4946.6	7788.8	7744.5	2481.9	5065.1	5830.3	6752.9
"AB003103_at"	962	855	468	1762.1	1251.3	791.6	388	1302.7	667.9	1666.8
"AB003177_at"	7141.8	4820	5996.6	6414.3	5684.1	7150.2	3160	6438.7	7768	6643.7
"AB003698_at"	227.3	233.4	65.6	842.8	381.9	285.2	84.8	327.3	573.7	204.7
"AB004884_at"	3954.6	8520.6	1764.8	2702.8	2914.3	4888.8	1020	2567.3	2396	2930
"AB005535_s_at"	265.9	34.7	15.4	33.3	14.9	14.4	66.9	59.3	23	15.2
"AB006190_at"	2052.1	2344	1663.4	3442.8	1794.9	1815.1	1729.8	2412.1	1879.6	1553.2
"AB006781_s_at"	558.2	564.6	728.2	891.1	250.4	241.7	720.7	320.3	120.3	477.3
"AB006782_at"	29183.6	29044.8	49036.7	13536.2	23778.2	22999.6	39799.5	37400.3	39983.1	33043.9
"AC000061_cds2_at"	667.8	1135.9	106.2	1125.8	985.7	662.6	1449.7	1249.5	724.8	476.7
"AC000061_cds3_at"	79	40.3	24.1	69	35.8	25.1	46	53.8	193.4	15.2
"AC000062_at"	56.2	18.2	85.8	17.6	6.6	22.7	40.3	178.1	9.1	4.5
"AC000063_s_at"	104.4	108.8	238.7	1054.1	411.1	186.8	647.7	340.6	119	216.2
"AC000064_cds1_at"	1352	938.3	1233.8	963.6	1265	1212.6	2183.1	3084.5	1680.1	2068.5
"AC000064_cds2_at"	352.9	438.6	427.8	968.5	390.9	234.6	893.9	335.5	412.1	201.3
"AC000066_at"	322.4	64.1	80.8	40.1	127.8	43.2	768.7	45.6	76.7	15.2
"AC000099_at"	303.2	619.3	115.5	716	381.7	118.3	1102.8	939.6	347.5	151.1
"AC000115_cds1_at"	92	47.5	72.2	56.7	77.8	38.6	159.2	89.5	150.3	39.9
"AC002045_xpt1_at"	529.1	298.9	272.1	1407.5	683.4	228.4	560.6	861.1	470.2	165
"AC002045_xpt2_s_at"	5998.6	5996	4341.5	30880.4	4986	6864.7	9020.1	8643.7	4335.3	6951.2
"AC002073_cds1_at"	520.3	70.7	428.4	1034.4	177.4	239	546.6	536.3	607.7	240.9
"AC002076_cds2_at"	30.3	20.3	31.2	302	400	14.9	42.6	53	16.7	121.9
"AC002077_at"	1165.4	532.4	830.1	458.7	364.3	382.2	465	355.1	655.1	241.2
"AC002086_at"	194.9	62.8	175.8	159.6	24.6	59.2	68.4	163.6	47.2	73.3
"AC002115_cds1_at"	35685.5	33668.2	33694.9	32015.2	20046.6	21065.1	33185.9	21632.9	19164.6	23079.8
"AC002115_cds3_at"	1502.2	1101	828.6	1337.8	1110.3	1171.8	1543.6	1575.2	1274.8	942.5
"AC002115_cds4_at"	322.7	270.3	201.6	485.6	309.7	258.9	1097.6	291.1	227.1	227.3
"AC002115_rna2_at"	5032.7	3177.7	3476.5	3759.2	1946.6	2362.7	1948.6	4000.5	1832.1	2945.6
"AC002450_at"	376.2	881.9	133.8	157.7	468.7	371.5	540.2	794.6	317.6	692.3
"AC002464_at"	334.3	182.1	171.5	1037.1	164.7	76.6	73.1	97.8	78.5	47.6
"AC002477_s_at"	2603.2	1536.2	1858.5	1202.9	1336.3	837.2	2998.7	2302	1716.2	1008
"AC002486_at"	756.8	465.9	739.5	490.6	126.3	428	356	385.6	302.2	269.8
"AD000092_cds1_at"	1150.5	534.3	332	1806.9	1253.8	480.3	1511.7	1036.4	778.8	974.2
"AD000092_cds2_at"	2304	2878.8	2868.8	985.3	2112.2	1376.2	1945.3	4341.2	2948.2	2568.4
"AD000092_cds7_s_at"	7786.1	2991.7	3275.2	2642.2	2869.2	3802.9	9174.5	5042.5	2787.4	4003.4
"AD000684_cds1_at"	82.8	123.4	70.8	3725.9	124	53.6	86.5	624.3	93.3	38.1
"AD001527_cds1_at"	439.7	214.9	84.1	651.3	482.5	103.4	1135.4	145.3	331	366.8
"AF000177_at"	2581.4	925.1	1471.9	3333.6	1753	1198.4	1208.1	2629.2	3196	2202.6
"AF000231_at"	966.6	345.6	345.1	1530.9	812.7	245.1	481.1	982.5	599.6	580.4
"AF000234_at"	12887.2	4892.7	5132.9	1543.5	4608.5	9676.2	13370.1	5279.9	3654.9	4363.4
"AF000424_s_at"	5561.4	10685.1	18184.4	247.1	6023	6430.2	14281.1	10445.5	10930.7	10862.6
"AF000430_at"	590.6	222.4	476.3	65	529.7	313.6	694.4	562	377.8	395.3
"AF000545_at"	405.8	921.9	348.4	999.4	635.4	199.6	1520.9	696.9	444.6	131.1
"AF000560_at"	1737.7	1272	839.7	885.6	977.3	1149.5	1963.8	1407.2	851	970.4
"AF000562_at"	666.6	1189.1	242.3	2107.6	599.7	403.1	706.1	421.8	837.4	302.6
"AF000573_rna1_at"	75.4	41.1	44.3	1752.1	44.5	35.2	33.2	57.2	18.5	28.9
"AF000959_at"	179.6	205.5	132.9	449.3	649.3	276.1	1030.1	238	200.7	183
"AF001294_at"	3468.3	17456.7	1457.1	1442.6	3837.4	4708.6	3015.3	1813.2	3347.6	2901.3
"AF001359_f_at"	6574	6122	4115	6708.2	4923.7	5217.3	14934.3	5646.4	5436.8	4544.9
"AF001548_rna1_at"	84.8	429.5	166.7	139.4	259.2	395.9	450.8	550.4	450.6	204.3
"AF001620_at"	31.5	37.1	21.8	35.4	36.7	9	24.3	40.2	20.8	28.4
"AF001787_s_at"	34.1	34	45.2	27.7	15.6	17.7	55.1	30.5	24.4	8.1
"AF002020_at"	10125.9	9108.2	2928.2	1607.5	7007.1	6203.7	6547.9	4238	3424.4	6567.8
"AF002224_at"	258	267.1	141	934.6	570	432.3	1250.6	117.2	133.8	197.7
"AF002700_at"	333.5	105.2	361.3	839.2	108	39.3	226.9	495.7	258.2	243.2
"AF003743_at"	193	182.3	199.9	251.2	311.4	142.6	327.7	265.9	120	239.8
"AF005037_at"	218.9	330.2	134.7	384.5	303.6	43.4	362.2	351.7	85.3	436.7
"AF005043_at"	567.5	45.1	23.4	475.6	71.8	141.1	132.9	412.1	330.9	93.5
"AF005361_at"	62.2	35.8	10.3	42.5	57.6	13.5	42.5	32.8	41.3	24
"AF005775_at"	4104.3	6898.8	646.4	2295.6	3751.5	7050.1	833	1308.8	1263	1568.8
"AF005887_at"	1870.5	1256.9	1431.9	1862.1	1719.9	1763	379.3	1659.3	1662.3	1701.2
"AF006041_at"	5929.3	4850.2	2787.2	4966.8	5039.3	7200.5	10427.3	3545.1	5424.2	4879.8
"AF006084_at"	16764.3	5586.9	21796.9	3599.4	5755	9299	8675	15752.9	14853.6	13811.1
"AF006087_at"	1932.6	1383.4	2726.9	1844.7	1354	1358.8	2814.3	3313	2015.1	2242.8
"AF006609_at"	188.5	173.9	179.7	211.4	249.9	224.3	119.8	150.5	56.9	149.8
"AF007111_at"	227.6	117.3	97.6	294.6	257.7	26.5	622.1	85.9	141	143.4
"AF007551_at"	1051.7	1125.3	420.8	869.8	511.6	191.6	903.5	1072.1	610	602.4
"AF007875_at"	1785.7	2463.8	1207.1	2249.6	3157.3	3611.1	1828.4	1907.3	2379	4681.4
"AF008445_at"	7898.1	7453.8	2933	1706.3	5029.1	3548.9	3692.8	3508.1	3342.2	2421.3
"AF008937_at"	365.7	27.4	476.8	94.1	191.1	166.1	526.8	652.4	270.5	241.8
"AF009301_at"	844.4	698.8	1073.2	11197.1	1973.2	842.4	781.8	1293.3	939	1354.2
"AF009368_at"	3528.1	2628.5	1971.6	3830	1425.6	2593	2260.6	1540.7	1381.8	1276
"AF009426_at"	149.5	93	143.9	803.6	168.5	113.6	18.4	401.3	292.3	142.6
"AF009674_at"	3131.8	2518.1	771.1	3702.2	3055.2	3767.7	2510.2	2358.4	2163.3	4177.3
"AF010193_at"	1427.1	2364.4	1939.7	1391.4	3152.3	1452.6	102.5	2792.6	1639.4	3416.3
"AF012024_s_at"	518.8	368.5	197.5	516.3	203.9	253.7	316.7	369.3	276.2	110.1
"AF012270_at"	59.7	75.7	16	140.8	46.2	15.3	244.8	109	35.6	31.9
